,notes,strain,species,experiment,experiment_short,exp_number,medium,experimentator,sample_number,growth_rate,use_in_study,num_av,date_of_experiment,glucose,glucose_y0,glucose_OD,glucose_conc,acetate,acetate_y0,acetate_OD,acetate_conc,propionate,propionate_y0,propionate_OD,propionate_conc,succinate,succinate_y0,succinate_OD,succinate_conc,lactate,lactate_y0,lactate_OD,lactate_conc,butyrate,butyrate_y0,butyrate_OD,butyrate_conc,formate,formate_y0,formate_OD,formate_conc,ethanol,ethanol_y0,ethanol_OD,ethanol_conc,exp_number_usedonly
102,,ATCC29148,B.theta,yield_exp_1022_wotrp,yield_exp_1022_wotrp,103.0,epsilon_plus_noTryp,Richa,,0.43319974388804,yes,1.0,,-6.7411399445667355,20.59817986866382,[0.086 0.134 0.234 0.368],[19.97731922 19.73653796 19.03452625 18.10311901],8.854590574126606,10.64296903943054,[0.086 0.134 0.234 0.368],[11.40871506 11.82459454 12.71453523 13.90250478],0.7294621479117198,-0.34330826371875883,[0.086 0.134 0.234 0.368],[-0.26200046 -0.27159741 -0.1662351  -0.07378221],1.6935627378210814,0.06365465841622636,[0.086 0.134 0.234 0.368],[0.20842182 0.29186524 0.45957536 0.68686478],,,,,0.0017920385819742127,0.0424915812414022,[0.086 0.234 0.368],[0.04009096 0.0482873  0.04032941],9.181945148421221,0.2882546490035195,[0.086 0.134 0.234 0.368],[1.11113875 1.47631267 2.44079037 3.67233573],3.753415080567867,2.990232854727253,[0.086 0.134 0.234 0.368],[3.32116187 3.41009973 3.99651015 4.31846686],29.0
40, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,ATCC29148,B.theta,yield_expt_090622_rerun_sep2nd,run3hplcrep,3.0,epsilon_plus,Richa,,0.4935496874939958,yes,1.0,20220906,-4.621741384354067,19.085121954205135,[0.068 0.182 0.289],[18.7602755  18.26579246 17.73817929],2.5077908721093443,11.770124833555574,[0.068 0.182 0.289 0.653],[11.80199825 12.26773629 12.66441438 13.33563714],0.6574901830286279,6.951273570800204,[0.068 0.182 0.289 0.653],[6.96993569 7.07715149 7.17510826 7.36662713],2.9778735373363268,0.3983174683684714,[0.068 0.182 0.289],[0.59197769 0.95853881 1.24950974],0.9375816129697603,0.4964599830398676,[0.068 0.182 0.289 0.653],[0.59652898 0.64638741 0.73586114 1.12465968],0.11041105463837081,0.07889242872501798,[0.068 0.182 0.289 0.653],[0.06233971 0.11369687 0.13043654 0.14070657],1.5008598475063173,1.872384293196407,[0.068 0.182 0.289 0.653],[1.92669393 2.14474446 2.38390239 2.82322133],-0.22403755378819445,8.794073364432894,[0.068 0.182 0.653],[8.76916477 8.76531405 8.64543536],30.0
158,,ATCC29148,B.theta,BHI-Dec6,BHI-Dec6,159.0,BHI,Jonas,,1.577158284750968,no,1.0,2022-12-06 00:00:00,2.8906909808137162,5.252037749635336,[0.152 0.215 0.285 0.371 0.456],[6.62507189 4.28923599 6.54376281 6.53601217 6.54143784],18.234549580770633,0.4744560401429332,[0.152 0.215 0.285 0.371 0.456],[3.6156154  3.87910631 5.61910685 7.48532781 8.74202267],7.701917430969499,8.88587364421989,[0.152 0.215 0.285 0.371 0.456],[12.52974577  7.03215379 11.71771633 11.56778214 12.97310606],1.6374683288736973,1.5527919087900302,[0.152 0.215 0.285 0.371 0.456],[2.19608113 1.25555842 2.2180682  2.19114772 2.32491974],0.28279665302739165,1.8126562520763234,[0.152 0.215 0.285 0.371 0.456],[1.91116145 1.84364564 1.8110461  1.96891479 1.94676952],0.3842108017697916,-0.024794534472136635,[0.152 0.285 0.371 0.456],[0.0554393  0.06118263 0.08698233 0.18286005],6.196435810906049,2.871604476433092,[0.152 0.215 0.285 0.371 0.456],[2.04708107 7.16977738 3.66514475 5.0349126  5.60563515],-3.3602700429556718,4.279192773792281,[0.152 0.285 0.371 0.456],[2.68916924 4.46531138 4.59143558 1.12347356],
10, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,ATCC29148,B.theta,yield_expt_modified_epsilon_rt5,run2,29.0,epsilon_plus,Richa,,0.1393135308483455,no,1.0,,-8.07268712814698,19.884856333029678,[0.058 0.077 0.084 0.101],[19.40800169 19.27412064 19.21326818 19.06077493],3.4233214711854805,12.015657249884505,[0.058 0.077 0.084 0.101],[12.23459147 12.23514501 12.31393296 12.37442242],1.6111688120862824,7.503385879859246,[0.058 0.077 0.084 0.101],[7.59768231 7.61222012 7.6580727  7.66114241],0.4878140840364168,0.6705599260344474,[0.058 0.077 0.084 0.101],[0.71325486 0.6958855  0.69238294 0.73681691],1.2076707528189605,0.4908086818513661,[0.077 0.084 0.101],[0.58385282 0.59217751 0.61280545],-0.09162180861890085,0.1082360251210595,[0.058 0.077 0.084 0.101],[0.08837952 0.12862565 0.09857842 0.08804153],3.06736884394821,2.3457765531909245,[0.077 0.084 0.101],[2.58083073 2.60503539 2.65511418],27.133880233669604,7.312600226954755,[0.058 0.077 0.084 0.101],[ 8.82679108  9.58580364  9.48291789 10.03772997],
165,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,166.0,BHI,Richa/Jonas,2.0,1.089857701595032,yes,1.0,2022-12-30 00:00:00,-0.8809824429020188,6.552567798547791,[0.165 0.239 0.34  0.405],[6.44193532 6.29833733 6.23634222 6.22140749],11.66091919760788,2.9377267687888766,[0.165 0.239 0.34  0.405],[5.17037248 5.30347995 6.83871174 7.83673906],-1.9691777111275142,12.887293616482234,[0.165 0.239 0.34  0.405],[12.77980722 12.16593004 12.05528851 12.28556351],2.49004515751323,1.03134834356406,[0.165 0.239 0.34  0.405],[1.41897946 1.66474976 1.86595962 2.03676641],-0.030899006827672736,2.030278652705316,[0.165 0.239 0.34  0.405],[2.07644555 1.95753774 1.99739528 2.05423309],-0.16823296042531338,0.11899141732005775,[0.165 0.239 0.34  0.405],[0.09595476 0.06698282 0.0744957  0.04523273],4.8425239460575975,3.12332191723226,[0.165 0.239 0.34  0.405],[4.16966462 3.86429296 4.919977   5.10341311],,,,,31.0
164,,ATCC29148,B.theta,BHI-Richa-22Dec30,BHI-Richa-22Dec30,165.0,BHI,Richa/Jonas,1.0,1.046880183491905,yes,1.0,2022-12-30 00:00:00,-0.8283011869572112,6.615120040745223,[0.147 0.213 0.29  0.363],[6.53844974 6.38463507 6.35257145 6.3457548 ],12.63971591371035,2.8224532081708884,[0.147 0.213 0.29  0.363],[5.04982412 5.04771222 6.3547409  7.64156782],-2.6279070774694477,12.589885178046456,[0.147 0.213 0.29  0.363],[12.73520655 11.20331204 11.9537321  11.80522016],2.309908038898679,1.0527626092455369,[0.147 0.213 0.29  0.363],[1.37457566 1.56870088 1.72597021 1.88174053],-0.6934912199717844,2.1001691027361487,[0.147 0.213 0.29  0.363],[2.05141817 1.88130898 1.88785721 1.87758544],0.0850216046947783,0.05151461787935843,[0.147 0.213 0.29  0.363],[0.06759814 0.0722189  0.06023066 0.09213766],2.5500280075295705,3.3829898086509496,[0.147 0.213 0.29  0.363],[4.05517807 3.63020289 3.85081652 4.57894013],-15.185348486507555,4.922999593736445,[0.147 0.213 0.29  0.363],[ 2.87552217  1.72669778 -0.10591139 -0.18706821],32.0
160,"check peak allocation in analysis, lactate not recognized",DSM 1447,B.vulgatus,BHI-Dec6,BHI-Dec6,161.0,BHI,Jonas,,0.4111236852213256,maybe,1.0,2022-12-06 00:00:00,-13.08729313995565,8.843214855436639,[0.154 0.194 0.191 0.234 0.29  0.39 ],[6.59168089 6.03946779 6.3568441  6.02575046 5.71549361 3.31421535],2.0046927674140798,3.271218310717346,[0.154 0.194 0.191 0.234 0.29  0.39 ],[3.57972981 4.05279994 3.28725855 3.67580371 3.91412542 4.03041103],-22.42127315380637,16.675630777541798,[0.154 0.194 0.191 0.234 0.29  0.39 ],[12.98764996 12.59708055 11.90862726 11.41227132 11.1872168   7.38282888],-7.220396792594614,3.205950830962083,[0.154 0.194 0.191 0.234 0.29  0.39 ],[2.02811856 1.69667135 1.98921701 2.16204765 0.14989801 0.71851586],-0.740567478135654,2.1753811353477146,[0.154 0.194 0.191 0.234 0.29  0.39 ],[2.03596381 2.17881741 1.96311166 1.97822186 1.91032682 1.90980071],-0.36759483987725183,0.1895723164310443,[0.154 0.194 0.191 0.234 0.29  0.39 ],[0.12198056 0.13993827 0.11130834 0.13097849 0.03964188 0.05947105],-4.275042170269777,2.7632587258498402,[0.154 0.194 0.191 0.234 0.29 ],[1.96883956 3.32924673 1.05430091 1.27899425 1.64054236],-11.505583924493541,5.373328348045524,[0.154 0.194 0.191 0.234 0.29  0.39 ],[ 2.39433902  1.88552174  4.14266997  3.95010031  3.44284228 -0.29311667],
177,,DSM 1447,B.vulgatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,178.0,BHI,Richa/Jonas,2.0,0.3834159528324556,yes,1.0,2022-12-30 00:00:00,-2.5075034802374687,6.457602240286478,[0.12  0.151 0.2   0.348 0.51 ],[6.22868282 6.00241698 5.98113282 5.53344763 5.20985883],10.143565411313718,1.7995589271022228,[0.12  0.151 0.2   0.348 0.51 ],[3.17233337 3.38561354 3.76194722 4.96147303 7.1972259 ],0.9721423467914806,11.732860240362308,[0.12  0.151 0.2   0.348 0.51 ],[11.95101935 11.74797104 11.93164352 12.11029112 12.21535335],1.325781468397306,1.1686914694559003,[0.12  0.151 0.2   0.348 0.51 ],[1.3824744  1.36045946 1.41138754 1.56005403 1.89104549],0.7899588380953544,1.802697812739115,[0.12  0.151 0.2   0.348 0.51 ],[1.8949231  1.90942525 1.9729797  2.08809732 2.19791898],-0.04710828724071507,0.09209003946001908,[0.12  0.151 0.2   0.348 0.51 ],[0.09680373 0.05163723 0.09906427 0.09324656 0.05709149],5.440148048624901,0.5990226899647276,[0.12  0.151 0.2   0.348 0.51 ],[1.42476065 1.45902598 1.49725686 2.35368504 3.49034167],-2.8682747185270334,3.7301472957575124,[0.12  0.151 0.2   0.348 0.51 ],[ 4.14902854  3.85875858  2.9940617  -0.0390197   3.87597025],33.0
176,,DSM 1447,B.vulgatus,BHI-Richa-22Dec30,BHI-Richa-22Dec30,177.0,BHI,Richa/Jonas,1.0,0.3156973514155775,yes,1.0,2022-12-30 00:00:00,-3.8340347852411263,6.663070845442563,[0.117 0.15  0.19  0.3   0.373],[6.20556548 6.08985342 5.97160279 5.44563646 5.27023677],6.629719034774447,2.4404847623877135,[0.117 0.15  0.19  0.3   0.373],[3.20786267 3.4305323  3.74432489 4.36119072 4.95009574],0.5485999053300235,11.852610040534579,[0.117 0.15  0.19  0.3   0.373],[11.98596878 11.91868599 11.9467885  11.84935054 12.18217429],0.8001366220384947,1.2639306470413922,[0.117 0.15  0.19  0.3   0.373],[1.3764209  1.37716919 1.40546136 1.48480992 1.57994626],0.8702482956091246,1.8051492041648047,[0.117 0.15  0.19  0.3   0.373],[1.9090822  1.9502151  1.9671549  2.02280496 2.15986944],0.06644996711821419,0.05663545291655376,[0.117 0.15  0.19  0.3   0.373],[0.05022355 0.05775798 0.08957826 0.10240765 0.05829829],3.1143900108596254,0.9861228236477989,[0.117 0.15  0.19  0.3   0.373],[1.45083492 1.38184663 1.49066529 2.00539761 2.12113037],-9.879483288543803,2.97259086872131,[0.117 0.15  0.19  0.3   0.373],[ 4.07605246 -0.11353108 -0.07467463 -0.08056948 -0.10813905],34.0
111,,DSM 1447,B.vulgatus,BHI-Richa-22Dec24,BHI-Richa-22Dec24,112.0,BHI,Richa,,0.839907467064132,,1.0,2022-12-24 00:00:00,-4.176114646105424,7.366383472633071,[0.083 0.143 0.192 0.318 0.4  ],[6.98159493 6.7800494  6.59143163 6.08379795 5.65097722],5.27459296838554,2.895291848448264,[0.083 0.143 0.192 0.318 0.4  ],[3.35165559 3.66000826 3.88889644 4.5165557  5.05128087],3.011853809740545,12.30024309883025,[0.083 0.143 0.192 0.318 0.4  ],[11.9692719  13.19259258 13.19805174 13.2464855  13.31627971],1.993000911330878,1.54334030840396,[0.083 0.143 0.192 0.318 0.4  ],[1.71657118 1.84260501 1.9256159  2.10317035 2.39278815],0.6500943218535354,2.0812701758002468,[0.083 0.143 0.192 0.318 0.4  ],[2.13747254 2.17103167 2.20832856 2.28367599 2.34434927],-0.005823927221000025,0.0471056510830807,[0.083 0.143 0.192 0.318 0.4  ],[0.05447938 0.04133417 0.04194475 0.04061234 0.05054163],2.571189147368825,1.1288498731123962,[0.083 0.143 0.192 0.318 0.4  ],[1.28195968 1.63733809 1.52834422 1.97716162 2.14031662],2.8150126262201574,0.3568947208674089,[0.083 0.143 0.192 0.318 0.4  ],[-0.4338037   1.85692022  1.18854842  1.03379491  1.3368681 ],
110,,DSM 1447,B.vulgatus,BHI-Richa-22Dec24,BHI-Richa-22Dec24,111.0,BHI,Richa,,1.352987143532128,,1.0,2022-12-24 00:00:00,-6.860000898612729,7.591802389892796,[0.095 0.19  0.281 0.374 0.45 ],[6.85850289 6.37581406 5.73239951 4.95649386 4.50040038],-0.10444797312500932,3.127730685048469,[0.095 0.19  0.281 0.374 0.45 ],[3.09736342 3.1360528  3.09019652 3.10600314 3.06385486],2.0870274219614395,13.236706470521817,[0.095 0.19  0.281 0.374 0.45 ],[13.40119868 13.68721746 13.81160964 14.01605434 14.16842034],-2.2025566871577493,1.8813218536459408,[0.095 0.19  0.281 0.374 0.45 ],[1.6646419  1.48163321 1.26786084 1.01586308 0.91505644],9.839657278886495,1.5300059926888179,[0.095 0.19  0.281 0.374 0.45 ],[2.54480965 3.33940705 4.18009758 5.29730022 5.96553908],0.03832516004930666,0.046423498242880286,[0.095 0.19  0.281 0.374 0.45 ],[0.04540917 0.05209169 0.06714116 0.0659002  0.05484724],0.8106465167786008,1.4514255827095903,[0.095 0.19  0.281 0.374 0.45 ],[1.56211606 1.63396504 1.56675143 1.74982235 1.87127169],-1.9674751033287678,2.788654754616737,[0.095 0.19  0.281 0.374 0.45 ],[ 2.3626856   2.24891205  1.50494722  5.36227873 -0.27034021],
118,remove third data point,DSM3979,C.aerofaciens,Markus_BHI-202212_27,Markus_BHI-202212_27,119.0,BHI,Markus,1.0,0.8530851786850825,yes,1.0,2022-12-27 00:00:00,-4.76895377700651,10.966510839477694,[0.165 0.253 0.318 0.45 ],[ 9.97965934  9.45904367 10.33084895  8.44051223],8.810653317153989,-9.673936808045484,[0.165 0.253 0.318 0.45 ],[-8.38519519 -7.6270661  -6.24390773 -5.99014337],-6.238220878131074,8.23828026992289,[0.165 0.253 0.318 0.45 ],[7.12266019 6.80641883 6.2223815  5.4031306 ],3.466995595694784,0.4489306916924353,[0.165 0.253 0.318 0.45 ],[0.99579913 1.26759208 1.69310345 1.95108488],5.06787811694887,1.4445395822199123,[0.165 0.253 0.318 0.45 ],[2.34954658 2.6398067  3.03726471 3.76204379],,,,,17.27750103224768,-1.1521935120982447,[0.165 0.253 0.318 0.45 ],[1.51159306 3.33034543 4.57965084 6.46075285],-1.7381193840194313,-1.344684388154712,[0.165 0.253 0.318 0.45 ],[-1.59408455 -1.65739812 -2.16771712 -2.02094735],35.0
135,double check growth conditions,DSM3979,C.aerofaciens,TG2022-Friday,TG2022-Friday,136.0,tbd,Jonas,,0.6088560755209502,no,1.0,,1.1089288784729332,16.878361949089495,[0.152 0.215],[17.04691914 17.11678166],3.4366359014581556,10.819951057869531,[0.152 0.215],[11.34231971 11.55882778],-1.630485335767672,6.169468303366176,[0.152 0.215],[5.92163453 5.81891396],0.7097024799440719,0.2818397597988565,[0.152 0.215 0.386 0.466],[0.40554179 0.40395015 0.58928028 0.59371415],5.344305279526242,-0.16381052298122498,[0.152 0.215 0.386 0.466],[0.70594776 0.91887146 1.88185581 2.35279102],-0.050829097125730506,0.04985399044501915,[0.152 0.215 0.386 0.466],[0.0482903  0.03142172 0.02959065 0.02815262],5.988267964685072,1.6802206765941068,[0.152 0.215 0.386 0.466],[2.6129742  2.95869359 3.93148746 4.51742611],4.915405008046941,7.53470715707714,[0.152 0.215 0.386 0.466],[8.37508633 8.50174255 9.34777022 9.90610823],
29, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,DSM3979,C.aerofaciens,yield_expt_090222_modified_epsi,run3,12.0,epsilon_plus,Richa,,0.7450123433009231,no,1.0,20220906,-7.194858777723798,19.343681181956,[0.073 0.216 0.452],[18.83087882 17.76964226 16.0991321 ],3.6034789353106986,12.014994705895704,[0.073 0.216 0.452],[12.26193783 12.81921906 13.63400511],0.3225926672146835,7.3351587673636445,[0.073 0.216 0.452],[7.33862302 7.43709395 7.4688005 ],0.27347034197843834,0.22357077094754818,[0.073 0.216 0.311 0.452],[0.23740742 0.0792683  0.66548403 0.19981413],6.273394005767207,0.9323602296689579,[0.073 0.216 0.311 0.452],[1.43792705 2.28830743 2.75391882 3.84889811],-0.010777406412752528,0.14350332727273632,[0.073 0.216 0.311 0.452],[0.14911252 0.14191889 0.1217152  0.14992886],4.32004990086087,2.479123968881913,[0.073 0.216 0.311 0.452],[2.79000183 3.68298817 3.38157456 4.60662382],,,,,
149,double check growth conditions,DSM3979,C.aerofaciens,TG2022-SaturdaySunday,TG2022-SaturdaySunday,150.0,tbd,Jonas,,0.8602992512644374,yes,1.0,,-11.177901865734915,19.914943175240865,[0.151 0.29  0.356 0.431],[18.31058189 16.91305016 15.17323648 15.53644068],1.632576564518615,12.066171362570708,[0.151 0.29  0.356 0.431],[12.32602492 12.53090515 12.61396771 12.79859169],-0.945421604529083,7.426116378314852,[0.151 0.29  0.356 0.431],[7.29766315 7.13607972 7.06596438 7.04378053],-0.577826358054157,0.3701143457835225,[0.151 0.29  0.356 0.431],[0.30542276 0.164539   0.15163418 0.14929068],9.308119477107121,0.13805368632537582,[0.151 0.29  0.356 0.431],[1.51657756 2.87573347 3.48050107 4.10977336],-0.5676318438844159,0.2803146159539747,[0.151 0.29  0.356 0.431],[0.20789663 0.10095171 0.05633456 0.05902366],4.923757142807104,2.295119949653244,[0.151 0.29  0.356 0.431],[2.9902134  3.79919026 4.08542818 4.35202173],-2.997350532387701,11.395586689475863,[0.151 0.29  0.356 0.431],[11.06255298 10.42411839 10.07435425 10.34057469],36.0
3,,DSM3979,C.aerofaciens,yield_expt_090622_rerun_sep2nd,run3hplcrep,4.0,epsilon_plus,Richa,,0.7450123433009231,yes,1.0,20220906,-5.9691595317306865,18.65581541437568,[0.073 0.216 0.311 0.452],[18.05653242 17.56507694 16.90656935 15.81552711],3.696114847340881,11.559474828063369,[0.073 0.216 0.311 0.452],[11.81627065 12.39431066 12.68291468 13.23271614],0.475089080101214,6.837068509641984,[0.073 0.216 0.311 0.452],[6.87570844 6.93700614 6.97866955 7.05668362],-0.045325857868294926,0.21032401955769564,[0.216 0.311 0.452],[0.20165073 0.19435793 0.19058939],6.3441878332560036,0.9208304828163976,[0.073 0.216 0.311 0.452],[1.42176175 2.29334254 2.78862587 3.85367738],0.14034782964483167,0.0761378934035755,[0.073 0.216 0.311 0.452],[0.08227322 0.11383761 0.11847367 0.13761299],4.192187573465792,2.0736115873783802,[0.073 0.216 0.311 0.452],[2.28554023 3.10439097 3.42065367 3.8940428 ],1.6309257542562061,8.976045495208849,[0.216 0.311 0.452],[9.34179056 9.46072607 9.72229617],37.0
122,,DSM3979,C.aerofaciens,Markus_BHI-202212_27,Markus_BHI-202212_27,123.0,BHI,Markus,2.0,0.6134915644586738,yes,1.0,2022-12-27 00:00:00,-12.862472368197656,13.540417714981722,[0.147 0.286 0.4   0.509],[11.4802599  10.02195692  8.63017663  6.76783949],9.14074147120908,-8.98675959366002,[0.147 0.286 0.4   0.509],[-7.40288213 -7.0030121  -4.83822178 -4.43604731],-1.4566826608662997,8.052795403250068,[0.147 0.286 0.4   0.509],[7.86020341 7.43791908 7.80420952 7.15398147],3.879180999251569,0.48860272410071887,[0.147 0.286 0.4   0.509],[1.13888977 1.41265894 2.15371273 2.45501036],7.983128092431568,1.0489451158504317,[0.147 0.286 0.4   0.509],[2.49732031 2.81723796 4.38275595 5.21182414],,,,,24.21103246459234,-2.5885665721022644,[0.147 0.286 0.4   0.509],[1.38041362 3.57484262 7.2911311  9.89055194],1.864628547318767,-1.8519695369436975,[0.147 0.286 0.4   0.509],[-1.58704455 -1.30239078 -1.10898311 -0.90712819],38.0
94,,NCM3722,E.coli,yield_exp_1022_wtrp,yield_exp_1022_wtrp,95.0,epsilon_plus,Richa,,1.754366525475572,yes,1.0,,-5.836834908840285,20.29758816812964,[0.1   0.183 0.31  0.4  ],[19.65311432 19.31194371 18.49189605 17.93742153],8.158734946120841,10.33408166170502,[0.1   0.183 0.31  0.4  ],[11.27685064 11.64670281 12.87533493 13.63906207],1.218909472328196,4.9324890352654265,[0.1   0.183 0.31  0.4  ],[5.09196839 5.09640506 5.32766004 5.42429976],3.4737798266336872,0.5223839795114218,[0.1   0.183 0.31 ],[0.86585619 1.16454406 1.59670313],0.674224017821197,0.2870950318292388,[0.1   0.183 0.31  0.4  ],[0.37621767 0.39392657 0.46367775 0.58406258],,,,,11.429197677063033,0.2355610903290118,[0.1   0.183 0.31  0.4  ],[1.49589914 2.16188006 3.785592   4.84806645],6.217701041121392,-1.1078858932343487,[0.1   0.183 0.31  0.4  ],[-0.35736796 -0.14506707  0.81243578  1.43263281],39.0
162,"check ethanol peak, get rid of middle peak?",NCM3722,E.coli,BHI-Richa-22Dec30,BHI-Richa-22Dec30,163.0,BHI,Richa/Jonas,1.0,1.210199783370113,yes,1.0,2022-12-30 00:00:00,-2.839114714601643,6.7196962728548355,[0.135 0.187 0.289 0.381 0.463],[6.34982106 6.16207106 5.9057572  5.66034622 5.38957392],15.234700556832243,1.6775150222370359,[0.135 0.187 0.289 0.381 0.463],[3.66068083 4.5565831  6.07285238 7.69032843 8.57361969],-0.2529684473582581,12.037288634970869,[0.135 0.187 0.289 0.381 0.463],[11.96455009 12.12220164 11.73805813 12.13005326 11.86351097],1.489218989786859,1.1610605942834926,[0.135 0.187 0.289 0.381 0.463],[1.34016892 1.46825213 1.59023776 1.72213391 1.85132389],0.12473495608130741,1.842074839983697,[0.135 0.187 0.289 0.381 0.463],[1.8820639  1.83765509 1.87229554 1.90275185 1.89709718],0.034691715390858184,0.044261523695393684,[0.135 0.187 0.289 0.381 0.463],[0.03976383 0.03886253 0.09664285 0.04433493 0.05217992],10.456690549541761,1.4640718581948216,[0.135 0.187 0.289 0.381 0.463],[2.86231149 3.53018591 4.28011148 5.56608487 6.2961503 ],8.972142434246503,-1.5521797740631953,[0.135 0.187 0.289 0.381 0.463],[0.14633559 0.14622817 0.14002971 1.75903276 3.10194214],40.0
99,too much ethanol?,NCM3722,E.coli,yield_exp_1022_wotrp,yield_exp_1022_wotrp,100.0,epsilon_plus_noTryp,Richa,,0.7850074554449942,yes,1.0,,-12.82635091238466,20.748511730257796,[0.078 0.179 0.31  0.392],[19.47456503 18.81512855 16.87791142 15.5259714 ],14.245457710149973,10.460788401819906,[0.078 0.179 0.31  0.392],[11.90776074 12.55443547 14.77615075 16.26620059],,,,,1.2085246099426263,0.16779413240314645,[0.078 0.179 0.31  0.392],[0.29680748 0.33998168 0.52402776 0.66933471],0.5978914796554544,-0.010076653738930116,[0.078 0.179 0.31  0.392],[0.06759733 0.04691249 0.18638006 0.23218144],,,,,22.964061306632168,-0.19035825409017226,[0.078 0.179 0.31  0.392],[2.36074734 3.20833376 5.86774465 9.82427603],13.499471624243931,1.8376495622030773,[0.078 0.179 0.31  0.392],[3.21533796 3.73804356 6.11938009 7.22382992],41.0
163,"check ethanol peak, get rid of middle peak?",NCM3722,E.coli,BHI-Richa-22Dec30,BHI-Richa-22Dec30,164.0,BHI,Richa/Jonas,2.0,1.192515358813147,yes,1.0,2022-12-30 00:00:00,-3.1200470058040417,6.858377718015191,[0.137 0.212 0.343 0.448],[6.39881148 6.22879526 5.81171137 5.43733918],11.224957152429067,3.2069679602890164,[0.137 0.212 0.343 0.448],[4.76862557 5.7664064  6.582517   8.50677402],-7.626788477059057,13.879913692669117,[0.137 0.212 0.343 0.448],[12.62109464 12.7084908  10.89640591 10.59912455],1.8251356017530185,1.0477921211054313,[0.137 0.212 0.343 0.448],[1.26923484 1.47729657 1.66283269 1.86245897],-0.30652596852517816,2.0375299930028703,[0.137 0.212 0.343 0.448],[2.00051655 1.98125514 1.89806575 1.92084293],-0.004491577117879484,0.06350814770332838,[0.137 0.212 0.343 0.448],[0.0621234  0.0621121  0.06524402 0.05943268],10.657693438025879,1.197307249111319,[0.137 0.212 0.343 0.448],[1.84506494 4.7549472  4.34110934 5.99787803],-13.12458932360573,7.1527802096327715,[0.137 0.212 0.343 0.448],[4.98738254 5.23545296 1.79465631 1.6315972 ],42.0
49,,ECOR02,E.coli,yield_scfa_simple_medium,simple,50.0,N-C-,Richa,,0.7147851506621017,no,1.0,,-14.629352629067064,10.534001995899342,[0.083 0.197],[9.31976573 7.65201953],9.21071693785594,-0.8986761944658034,[0.083 0.197 0.39 ],[-0.09354315  0.85118444  2.71751048],,,,,0.01988243655820902,0.21329224816646922,[0.083 0.197 0.39 ],[0.15209532 0.31717841 0.18392424],,,,,,,,,18.370152395363,-0.03125139172036348,[0.083 0.197 0.39 ],[1.51096464 3.55984237 7.14344092],13.180592452287827,-1.017750512211107,[0.083 0.197 0.39 ],[0.17718547 1.41825279 4.18230715],
51,,NCM3722,E.coli,yield_scfa_simple_medium,simple,52.0,N-C-,Richa,,0.4269527505424374,yes,1.0,,-17.346230338948978,9.285982015744464,[0.093 0.27  0.414],[7.67251352 4.60309963 2.10431192],11.712466184759107,0.4019958753126364,[0.093 0.27  0.414],[1.50327183 3.53757474 5.26572728],,,,,2.0077737656564203,0.15945451691377327,[0.093 0.27  0.414],[0.34463276 0.70499687 0.98877414],0.2759142726216849,0.06852978349170188,[0.093 0.27  0.414],[0.09701368 0.13673177 0.18622929],-0.3426276133569666,0.15304817141661622,[0.093 0.27  0.414],[0.13231065 0.03573511 0.02487709],24.370967710133648,1.9680467899814145,[0.093 0.27  0.414],[ 4.22326706  8.57335245 12.04376276],16.153033485945446,0.9992058935118184,[0.093 0.27  0.414],[2.53158094 5.29333132 7.72361244],43.0
129,"remove point 4, check again (error message)",NCM3722,E.coli,TG2022-Friday,TG2022-Friday,130.0,tbd,Jonas,,1.393711442386141,maybe,1.0,,-9.249959907321445,19.132189424587114,[0.129 0.18  0.27  0.334 0.407],[17.85511085 17.75592701 17.27314756 14.26594537 16.30086926],5.6154913766139325,11.232215834238113,[0.129 0.18  0.27  0.334 0.407],[12.10592538 12.26892054 13.00340727 11.98001332 14.21526128],-4.828899870247944,7.006772318157782,[0.129 0.18  0.27  0.334 0.407],[6.6165693  6.14310228 6.11674638 3.71390921 6.0693866 ],2.1191173961086127,0.35087433624661263,[0.129 0.18  0.27  0.334 0.407],[0.62745974 0.68453021 0.99754785 1.05515518 1.18691367],0.03516175514957299,0.47757497714450325,[0.18  0.27  0.407],[0.48222929 0.48984369 0.49078557],-1.1066882476022348,0.5481069926836071,[0.129 0.18  0.27  0.334 0.407],[0.54403719 0.21163437 0.21141666 0.14824751 0.16437074],13.040882329475842,0.9829880390550059,[0.129 0.18  0.27  0.334 0.407],[2.71077041 3.27864608 4.07909212 6.12358351 5.93681274],-7.352356052048014,11.762148147993859,[0.129 0.18  0.27  0.334 0.407],[12.33179748  9.3155126   9.94537421  6.70194993 10.81099654],
32, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
